root_domain	host	target_name	category	source_url	frontendatlas_url	route_type	state	contacted_on	last_checked_on	next_check_on	result_reason	evidence_url
bitovi.com	www.bitovi.com	Bitovi Academy Learn NgRx	resource_library	https://www.bitovi.com/academy/learn-ngrx.html	https://frontendatlas.com/angular/trivia/ngrx-data-flow-end-to-end-angular	issue	submitted	2026-08-26	2026-09-01	2026-09-09	Public issue 974 is open and proposes an end-to-end NgRx recap plus an optional affiliation-disclosed exercise; no off-GitHub FrontendAtlas placement is verified	https://github.com/bitovi/academy/issues/974
opentelemetry.io	opentelemetry.io	OpenTelemetry Client-side Apps RUM guidance	official_docs	https://opentelemetry.io/docs/platforms/client-apps/	https://frontendatlas.com/guides/system-design-blueprint/performance	issue	submitted	2026-08-26	2026-09-01	2026-09-09	Public issue 11447 is open and proposes vendor-neutral RUM budget guidance with an optional affiliation-disclosed implementation companion; no off-GitHub FrontendAtlas placement is verified	https://github.com/open-telemetry/opentelemetry.io/issues/11447
preactjs.com	preactjs.com	Preact Component render side-effect contract	official_docs	https://preactjs.com/guide/v10/api-reference/	https://frontendatlas.com/react/trivia/react-pure-function-of-props-and-state	issue	submitted	2026-08-26	2026-09-01	2026-09-09	Public issue 1392 is open; follow-up PR 1393 is also open but intentionally uses only first-party links, so no off-GitHub FrontendAtlas placement is verified	https://github.com/preactjs/preact-www/issues/1392
codestorm-hub.github.io	codestorm-hub.github.io	CodeStorm Hub learning resources	open_source_resource	https://codestorm-hub.github.io/	https://frontendatlas.com/interview-questions/essential	issue	submitted	2026-08-25	2026-09-01	2026-09-08	Public issue 58 is open and proposes Essential 60 for the learning resources page with relationship disclosure; no off-GitHub FrontendAtlas placement is verified	https://github.com/CodeStorm-Hub/CodeStorm-Hub.github.io/issues/58
isit-europe.org	sustainableit-tools.isit-europe.org	INR Sustainable IT accessibility toolbox	accessibility_resource_hub	https://sustainableit-tools.isit-europe.org/outils/access-score.html	https://frontendatlas.com/html/trivia/web-accessibility-make-page-accessible	email	contacted	2026-09-02	2026-09-02	2026-10-02	Score fit 28/30; acceptance 22/25; link 20/20; trust 14/15; permanence/ease 9/10; total 93/100. Live example has a direct href to access-score.org with rel=noopener in permanent content; source and target are 200, indexable and self-canonical with no cross-domain redirect. A French resource proposal was sent on 2026-09-02 with creator/freemium disclosure; Gmail SENT receipt was verified. Risk: French audience and official review may take up to three months; no live placement yet. Semrush recheck unavailable because API units were insufficient.	https://sustainableit-tools.isit-europe.org/a-propos.html
ca-resources.vercel.app	ca-resources.vercel.app	CA Resources web development practice catalog	open_source_resource	https://ca-resources.vercel.app/resources/learn-web-dev	https://frontendatlas.com/machine-coding	pull_request	published	2026-09-02	2026-09-02	2026-09-03	Score fit 29/30; acceptance 24/25; link 19/20; trust 10/15; permanence/ease 10/10; total 92/100. Live example has a direct href with rel=noopener noreferrer in a permanent Practice and Challenges card; source and target are 200 and indexable, with no disallowed redirect, while the source has no explicit canonical. Public PR 69 was merged on 2026-09-02 with maintainer approval, one file and five additions; creator/freemium disclosure is included. The production page still lacked FrontendAtlas at the last check: both Vercel deployments reported failure although repository build and deploy workflow checks passed. Risk: merged source is not yet a verified live backlink; recheck after deployment recovery. Semrush recheck unavailable because API units were insufficient. Review 2026-09-19: the intended link was observed live at https://ca-resources.vercel.app/resources/learn-web-dev, superseding the older failed-deployment/pending observation; not rechecked during registry consolidation.	https://github.com/cedricangulo/ca-resources/pull/69
ido777.github.io	ido777.github.io	System Design Primer Update study guide	open_source_resource	https://ido777.github.io/system-design-primer-update/en/study_guide.html	https://frontendatlas.com/guides/system-design-blueprint	pull_request	submitted	2026-09-02	2026-09-02	2026-09-09	Score fit 29/30; acceptance 23/25; link 20/20; trust 11/15; permanence/ease 9/10; total 92/100. Live example has a direct href with no rel attribute in permanent content; source and target are 200, indexable and self-canonical with no redirect. Public PR 558 is open and mergeable with one file and two additions; creator/freemium disclosure is included. Risk: young project and promotional-resource review uncertainty; no live placement yet. Semrush recheck unavailable because API units were insufficient.	https://github.com/ido777/system-design-primer-update/pull/558
a11yhubbr.com.br	a11yhubbr.com.br	A11yHub Brasil accessibility resources	accessibility_resource_hub	https://a11yhubbr.com.br/public/conteudos/guia-de-acessibilidade-para-sites-empresariais-wcag-22-aria-e-melhores-pratic	https://frontendatlas.com/html/trivia/web-accessibility-make-page-accessible	form	submitted	2026-09-02	2026-09-02	2026-09-14	Score fit 29/30; acceptance 21/25; link 20/20; trust 13/15; permanence/ease 9/10; total 92/100. Live example has a direct href with rel=noopener noreferrer in permanent content; source and target are 200, indexable and self-canonical with no redirect. An account was created through the official GitHub OAuth flow and the Portuguese, affiliation-disclosed resource form returned Conteúdo enviado para revisão com sucesso on 2026-09-02. Risk: Portuguese audience and seven-business-day review; no live placement yet. Semrush recheck unavailable because API units were insufficient.	https://a11yhubbr.com.br/public/submeter
wcag2.com	wcag2.com	WCAG2 eAccessibility Library	accessibility_resource_hub	https://wcag2.com/training/library/	https://frontendatlas.com/html/trivia/web-accessibility-make-page-accessible	form	submitted	2026-09-02	2026-09-02	2026-09-16	Score fit 29/30; acceptance 21/25; link 20/20; trust 13/15; permanence/ease 9/10; total 92/100. Live example has a direct href with rel=noopener noreferrer in permanent library content; source and target are 200, indexable and self-canonical with no redirect. The official form returned Success and an automatic email receipt was verified on 2026-09-02; creator/freemium disclosure was included. Risk: no stated review SLA and no live placement yet. Semrush recheck unavailable because API units were insufficient.	https://wcag2.com/improve/
unikist.com	unikist.com	Unikist accessibility design resources	design_resource_directory	https://unikist.com/resources?category=accessibility	https://frontendatlas.com/html/trivia/web-accessibility-make-page-accessible	form	submitted	2026-09-02	2026-09-02	2026-09-09	Score fit 27/30; acceptance 24/25; link 19/20; trust 12/15; permanence/ease 10/10; total 92/100. Live example has a direct href with rel=noreferrer in a permanent Accessibility card; source and target are 200 and indexable with no redirect, while the source has no explicit canonical. The freemium Accessibility submission returned Submission received and entered the manual review queue on 2026-09-02; creator disclosure was included. Risk: newer directory and reviewer-dependent educational fit; no live placement yet. Semrush recheck unavailable because API units were insufficient.	https://unikist.com/submit
ecosyste.ms	awesome.ecosyste.ms	Ecosyste.ms Awesome developer essentials index	open_source_catalog	https://awesome.ecosyste.ms/projects/bytebytego.com	https://frontendatlas.com/guides/system-design-blueprint	pull_request	submitted	2026-09-02	2026-09-02	2026-09-09	Score fit 29/30; acceptance 19/25; link 19/20; trust 14/15; permanence/ease 9/10; total 90/100. Live example has a direct href with no rel attribute in permanent content; source and target are 200 and indexable with no disallowed redirect, while the source has no explicit canonical. Upstream daily.dev PR 18 is open and mergeable with one file and one addition; creator/freemium disclosure is included. Risk: two-stage upstream merge then ecosyste.ms synchronization, so no live placement exists yet. Semrush recheck unavailable because API units were insufficient.	https://github.com/dailydotdev/awesome-developer-essentials/pull/18
techlearnresources.com	techlearnresources.com	TechLearn Resources coding interview catalog	learning_resource_directory	https://techlearnresources.com/	https://frontendatlas.com/interview-questions/essential	form	planned_not_sent		2026-09-02	2026-09-09	Score fit 29/30; acceptance 20/25; link 19/20; trust 10/15; permanence/ease 8/10; total 86/100. Live example has a direct href with rel=noopener noreferrer in permanent content; source and target are 200 and indexable, the source has no explicit canonical, and the only outbound redirect is same-host trailing-slash normalization. The completed official form was clicked on 2026-09-02 and the modal closed, but no onscreen or email receipt was produced; delivery is therefore unverified and must not be treated as submitted. Risk: broad catalog and no review SLA; avoid duplicate resend before the next check. Semrush recheck unavailable because API units were insufficient.	https://techlearnresources.com/
resource-base.com	resource-base.com	Resource Base developer learning directory	developer_resource_directory	https://resource-base.com/	https://frontendatlas.com/interview-questions/essential	form	submitted	2026-09-02	2026-09-02	2026-09-16	Score fit 28/30; acceptance 20/25; link 19/20; trust 11/15; permanence/ease 8/10; total 86/100. Live example has a direct href with rel=noopener noreferrer in permanent content; source and target are 200 and indexable with no redirect, while the source has no explicit canonical. An account was created through the official GitHub OAuth flow; the form returned a thank-you message and the account dashboard shows FrontendAtlas Essential 60 as pending review. Risk: broad Turkish catalog and no stated review time; no live placement yet. Semrush recheck unavailable because API units were insufficient.	https://resource-base.com/submit
